Keyword_ID,Search_Keyword,Target_Cat_ID,Mapping_Type,Priority,Market,Mapping_Result
K0000001,남성 기타 베이스메이크업,C000001,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 기타 베이스메이크업
K0000002,남성,C000001,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 기타 베이스메이크업
K0000003,베이스메이크업,C000001,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 기타 베이스메이크업
K0000004,남성 아이브로우,C000005,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 아이브로우
K0000005,남성,C000005,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 아이브로우
K0000006,아이브로우,C000005,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 아이브로우
K0000007,남성 위장크림,C000006,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 위장크림
K0000008,남성,C000006,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 위장크림
K0000009,위장크림,C000006,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 위장크림
K0000010,남성 파운데이션/쿠션,C000007,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 파운데이션/쿠션
K0000011,남성 파운데이션,C000007,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 파운데이션/쿠션
K0000012,쿠션,C000007,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 파운데이션/쿠션
K0000013,남성,C000007,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 파운데이션/쿠션
K0000014,파운데이션/쿠션,C000007,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 파운데이션/쿠션
K0000015,남성 팩트/파우더,C000008,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 팩트/파우더
K0000016,남성 팩트,C000008,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 팩트/파우더
K0000017,파우더,C000008,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 팩트/파우더
K0000018,남성,C000008,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 팩트/파우더
K0000019,팩트/파우더,C000008,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성 팩트/파우더
K0000020,남성BB/CC크림,C000009,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성BB/CC크림
K0000021,남성BB,C000009,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성BB/CC크림
K0000022,CC크림,C000009,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성메이크업 > 남성BB/CC크림
K0000023,스크럽,C000010,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 각질케어 > 스크럽
K0000024,필링,C000013,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 각질케어 > 필링
K0000025,남성 로션/에멀젼,C000014,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 로션/에멀젼
K0000026,남성 로션,C000014,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 로션/에멀젼
K0000027,에멀젼,C000014,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 로션/에멀젼
K0000028,남성,C000014,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 로션/에멀젼
K0000029,로션/에멀젼,C000014,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 로션/에멀젼
K0000030,남성 립밤,C000015,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 립밤
K0000031,남성,C000015,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 립밤
K0000032,립밤,C000015,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 립밤
K0000033,남성 마스크팩,C000016,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 마스크팩
K0000034,남성,C000016,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 마스크팩
K0000035,마스크팩,C000016,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 마스크팩
K0000036,남성 스킨/토너,C000017,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 스킨/토너
K0000037,남성 스킨,C000017,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 스킨/토너
K0000038,토너,C000017,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 스킨/토너
K0000039,남성,C000017,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 스킨/토너
K0000040,스킨/토너,C000017,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 스킨/토너
K0000041,남성 슬리핑/젤타입 팩,C000018,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 슬리핑/젤타입 팩
K0000042,남성 슬리핑,C000018,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 슬리핑/젤타입 팩
K0000043,젤타입 팩,C000018,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 슬리핑/젤타입 팩
K0000044,남성,C000018,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 슬리핑/젤타입 팩
K0000045,슬리핑/젤타입,C000018,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 슬리핑/젤타입 팩
K0000046,남성 아이케어,C000019,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 아이케어
K0000047,남성,C000019,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 아이케어
K0000048,아이케어,C000019,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 아이케어
K0000049,남성 애프터 쉐이빙 케어,C000020,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 애프터 쉐이빙 케어
K0000050,남성,C000020,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 애프터 쉐이빙 케어
K0000051,애프터,C000020,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 애프터 쉐이빙 케어
K0000052,쉐이빙,C000020,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 애프터 쉐이빙 케어
K0000053,케어,C000020,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 애프터 쉐이빙 케어
K0000054,남성 에센스/세럼/앰플,C000021,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 에센스/세럼/앰플
K0000055,남성 에센스,C000021,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 에센스/세럼/앰플
K0000056,세럼,C000021,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 에센스/세럼/앰플
K0000057,앰플,C000021,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 에센스/세럼/앰플
K0000058,남성,C000021,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 에센스/세럼/앰플
K0000059,에센스/세럼/앰플,C000021,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 에센스/세럼/앰플
K0000060,남성 올인원,C000022,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 올인원
K0000061,남성,C000022,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 올인원
K0000062,올인원,C000022,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 올인원
K0000063,남성 크림,C000023,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 크림
K0000064,남성,C000023,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 크림
K0000065,크림,C000023,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성 크림
K0000066,선스틱/선스프레이,C000024,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성선케어 > 선스틱/선스프레이
K0000067,선스틱,C000024,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성선케어 > 선스틱/선스프레이
K0000068,선스프레이,C000024,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성선케어 > 선스틱/선스프레이
K0000069,선크림/선로션,C000026,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성선케어 > 선크림/선로션
K0000070,선크림,C000026,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성선케어 > 선크림/선로션
K0000071,선로션,C000026,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성선케어 > 선크림/선로션
K0000072,시트/티슈,C000027,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성클렌징 > 시트/티슈
K0000073,시트,C000027,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성클렌징 > 시트/티슈
K0000074,티슈,C000027,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성클렌징 > 시트/티슈
K0000075,오일/워터/크림,C000029,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성클렌징 > 오일/워터/크림
K0000076,오일,C000029,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성클렌징 > 오일/워터/크림
K0000077,워터,C000029,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성클렌징 > 오일/워터/크림
K0000078,크림,C000029,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성클렌징 > 오일/워터/크림
K0000079,클렌징폼/젤/비누,C000030,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성클렌징 > 클렌징폼/젤/비누
K0000080,클렌징폼,C000030,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성클렌징 > 클렌징폼/젤/비누
K0000081,비누,C000030,SY(유의어분리),2,쿠팡,뷰티 > 남성화장품 > 남성스킨케어 > 남성클렌징 > 클렌징폼/젤/비누
K0000082,남성 2종 세트,C000031,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 2종 세트
K0000083,남성,C000031,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 2종 세트
K0000084,2종,C000031,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 2종 세트
K0000085,세트,C000031,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 2종 세트
K0000086,남성 3종 세트,C000033,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 3종 세트
K0000087,남성,C000033,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 3종 세트
K0000088,3종,C000033,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 3종 세트
K0000089,세트,C000033,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 3종 세트
K0000090,남성 4종 이상 세트,C000034,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 4종 이상 세트
K0000091,남성,C000034,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 4종 이상 세트
K0000092,4종,C000034,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 4종 이상 세트
K0000093,이상,C000034,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 4종 이상 세트
K0000094,세트,C000034,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 4종 이상 세트
K0000095,남성 여행용 세트,C000035,EX(완전일치),1,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 여행용 세트
K0000096,남성,C000035,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 여행용 세트
K0000097,여행용,C000035,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 여행용 세트
K0000098,세트,C000035,MO(형태소분리),3,쿠팡,뷰티 > 남성화장품 > 남성화장품세트 > 남성 여행용 세트
K0000099,쏙오프용품,C000036,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일리무버 > 쏙오프용품
K0000100,일반네일 리무버,C000040,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일리무버 > 일반네일 리무버
K0000101,일반네일,C000040,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일리무버 > 일반네일 리무버
K0000102,리무버,C000040,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일리무버 > 일반네일 리무버
K0000103,젤네일 클렌져/리무버,C000041,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일리무버 > 젤네일 클렌져/리무버
K0000104,젤네일 클렌져,C000041,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일리무버 > 젤네일 클렌져/리무버
K0000105,리무버,C000041,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일리무버 > 젤네일 클렌져/리무버
K0000106,젤네일,C000041,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일리무버 > 젤네일 클렌져/리무버
K0000107,클렌져/리무버,C000041,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일리무버 > 젤네일 클렌져/리무버
K0000108,기타네일소품,C000042,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 기타네일소품
K0000109,네일 글리터/파우더,C000044,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 글리터/파우더
K0000110,네일 글리터,C000044,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 글리터/파우더
K0000111,파우더,C000044,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 글리터/파우더
K0000112,네일,C000044,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 글리터/파우더
K0000113,글리터/파우더,C000044,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 글리터/파우더
K0000114,네일 드라이어,C000045,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 드라이어
K0000115,네일,C000045,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 드라이어
K0000116,드라이어,C000045,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 드라이어
K0000117,네일 브러시,C000046,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 브러시
K0000118,네일,C000046,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 브러시
K0000119,브러시,C000046,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 브러시
K0000120,네일 스톤/파츠,C000047,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 스톤/파츠
K0000121,네일 스톤,C000047,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 스톤/파츠
K0000122,파츠,C000047,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 스톤/파츠
K0000123,네일,C000047,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 스톤/파츠
K0000124,스톤/파츠,C000047,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 스톤/파츠
K0000125,네일 스티커,C000048,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 스티커
K0000126,네일,C000048,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 스티커
K0000127,스티커,C000048,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 스티커
K0000128,네일 핀셋/가위,C000049,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 핀셋/가위
K0000129,네일 핀셋,C000049,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 핀셋/가위
K0000130,가위,C000049,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 핀셋/가위
K0000131,네일,C000049,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 핀셋/가위
K0000132,핀셋/가위,C000049,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일 핀셋/가위
K0000133,네일글루/본드,C000050,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일글루/본드
K0000134,네일글루,C000050,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일글루/본드
K0000135,본드,C000050,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일글루/본드
K0000136,네일팁/인조손톱,C000051,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일팁/인조손톱
K0000137,네일팁,C000051,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일팁/인조손톱
K0000138,인조손톱,C000051,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 네일팁/인조손톱
K0000139,반경화 네일,C000052,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 반경화 네일
K0000140,반경화,C000052,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 반경화 네일
K0000141,네일,C000052,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 반경화 네일
K0000142,반경화 패디,C000053,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 반경화 패디
K0000143,반경화,C000053,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 반경화 패디
K0000144,패디,C000053,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 반경화 패디
K0000145,아트스틱,C000054,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 아트스틱
K0000146,워터데칼/씰/네일스텐실,C000055,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 워터데칼/씰/네일스텐실
K0000147,워터데칼,C000055,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 워터데칼/씰/네일스텐실
K0000148,네일스텐실,C000055,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 워터데칼/씰/네일스텐실
K0000149,젤네일 램프,C000056,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 젤네일 램프
K0000150,젤네일,C000056,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 젤네일 램프
K0000151,램프,C000056,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 젤네일 램프
K0000152,패디팁/패디연장,C000057,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 패디팁/패디연장
K0000153,패디팁,C000057,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 패디팁/패디연장
K0000154,패디연장,C000057,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일메이크업 > 네일아트도구 > 패디팁/패디연장
K0000155,드라이 네일,C000058,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 일반 네일 > 드라이 네일
K0000156,드라이,C000058,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 일반 네일 > 드라이 네일
K0000157,네일,C000058,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 일반 네일 > 드라이 네일
K0000158,베이스코트,C000060,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 일반 네일 > 베이스코트
K0000159,컬러 매니큐어,C000061,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 일반 네일 > 컬러 매니큐어
K0000160,컬러,C000061,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 일반 네일 > 컬러 매니큐어
K0000161,매니큐어,C000061,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 일반 네일 > 컬러 매니큐어
K0000162,탑코트,C000062,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 일반 네일 > 탑코트
K0000163,베이스 젤,C000063,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 젤 네일 > 베이스 젤
K0000164,베이스,C000063,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 젤 네일 > 베이스 젤
K0000165,엣지 본더,C000065,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 젤 네일 > 엣지 본더
K0000166,엣지,C000065,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 젤 네일 > 엣지 본더
K0000167,본더,C000065,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 젤 네일 > 엣지 본더
K0000168,컬러 젤,C000066,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 젤 네일 > 컬러 젤
K0000169,컬러,C000066,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일메이크업 > 젤 네일 > 컬러 젤
K0000170,탑 젤,C000067,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일메이크업 > 젤 네일 > 탑 젤
K0000171,네일세트,C000068,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일세트
K0000172,니퍼,C000069,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일케어 > 네일 케어도구 > 니퍼
K0000173,샌딩블럭,C000072,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일케어 > 네일 케어도구 > 샌딩블럭
K0000174,우드스틱,C000073,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일케어 > 네일 케어도구 > 우드스틱
K0000175,전동네일관리기,C000074,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일케어 > 네일 케어도구 > 전동네일관리기
K0000176,클리퍼/손톱깎이,C000075,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일케어 > 네일 케어도구 > 클리퍼/손톱깎이
K0000177,클리퍼,C000075,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일케어 > 네일 케어도구 > 클리퍼/손톱깎이
K0000178,손톱깎이,C000075,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일케어 > 네일 케어도구 > 클리퍼/손톱깎이
K0000179,파일/버퍼,C000076,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일케어 > 네일 케어도구 > 파일/버퍼
K0000180,파일,C000076,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일케어 > 네일 케어도구 > 파일/버퍼
K0000181,버퍼,C000076,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일케어 > 네일 케어도구 > 파일/버퍼
K0000182,푸셔,C000077,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일케어 > 네일 케어도구 > 푸셔
K0000183,손톱 강화,C000078,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일케어 > 네일트리트먼트 > 손톱 강화
K0000184,손톱,C000078,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일케어 > 네일트리트먼트 > 손톱 강화
K0000185,강화,C000078,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일케어 > 네일트리트먼트 > 손톱 강화
K0000186,큐티클 리무버,C000080,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일케어 > 큐티클 케어 > 큐티클 리무버
K0000187,큐티클,C000080,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일케어 > 큐티클 케어 > 큐티클 리무버
K0000188,리무버,C000080,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일케어 > 큐티클 케어 > 큐티클 리무버
K0000189,큐티클 크림/오일,C000082,EX(완전일치),1,쿠팡,뷰티 > 네일 > 네일케어 > 큐티클 케어 > 큐티클 크림/오일
K0000190,큐티클 크림,C000082,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일케어 > 큐티클 케어 > 큐티클 크림/오일
K0000191,오일,C000082,SY(유의어분리),2,쿠팡,뷰티 > 네일 > 네일케어 > 큐티클 케어 > 큐티클 크림/오일
K0000192,큐티클,C000082,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일케어 > 큐티클 케어 > 큐티클 크림/오일
K0000193,크림/오일,C000082,MO(형태소분리),3,쿠팡,뷰티 > 네일 > 네일케어 > 큐티클 케어 > 큐티클 크림/오일
K0000194,립글로스,C000083,EX(완전일치),1,쿠팡,뷰티 > 메이크업 > 립메이크업 > 립글로스
K0000195,립라이너,C000086,EX(완전일치),1,쿠팡,뷰티 > 메이크업 > 립메이크업 > 립라이너
K0000196,립마커,C000087,EX(완전일치),1,쿠팡,뷰티 > 메이크업 > 립메이크업 > 립마커
K0000197,립메이크업세트,C000088,EX(완전일치),1,쿠팡,뷰티 > 메이크업 > 립메이크업 > 립메이크업세트
K0000198,립스틱,C000089,EX(완전일치),1,쿠팡,뷰티 > 메이크업 > 립메이크업 > 립스틱
K0000199,립크레용,C000090,EX(완전일치),1,쿠팡,뷰티 > 메이크업 > 립메이크업 > 립크레용
K0000200,립틴트,C000091,EX(완전일치),1,쿠팡,뷰티 > 메이크업 > 립메이크업 > 립틴트
K0000201,립팔레트,C000092,EX(완전일치),1,쿠팡,뷰티 > 메이크업 > 립메이크업 > 립팔레트
