Keyword_ID,Search_Keyword,Target_Cat_ID,Mapping_Type,Priority,Market,Mapping_Result
K0008044,남아 한복세트,C003935,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아 스포츠/한복 외 > 한복/신발/소품 > 남아 한복세트
K0008045,남아,C003935,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아 스포츠/한복 외 > 한복/신발/소품 > 남아 한복세트
K0008046,한복세트,C003935,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아 스포츠/한복 외 > 한복/신발/소품 > 남아 한복세트
K0008047,남아 한복속바지,C003936,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아 스포츠/한복 외 > 한복/신발/소품 > 남아 한복속바지
K0008048,남아,C003936,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아 스포츠/한복 외 > 한복/신발/소품 > 남아 한복속바지
K0008049,한복속바지,C003936,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아 스포츠/한복 외 > 한복/신발/소품 > 남아 한복속바지
K0008050,남아 한복저고리,C003937,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아 스포츠/한복 외 > 한복/신발/소품 > 남아 한복저고리
K0008051,남아,C003937,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아 스포츠/한복 외 > 한복/신발/소품 > 남아 한복저고리
K0008052,한복저고리,C003937,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아 스포츠/한복 외 > 한복/신발/소품 > 남아 한복저고리
K0008053,남아 구두,C003938,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 남아 구두
K0008054,남아,C003938,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 남아 구두
K0008055,구두,C003938,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 남아 구두
K0008056,남아 아쿠아슈즈,C003940,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 남아 아쿠아슈즈
K0008057,남아,C003940,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 남아 아쿠아슈즈
K0008058,아쿠아슈즈,C003940,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 남아 아쿠아슈즈
K0008059,남아 발레화,C003941,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 발레복/발레화/용품 > 기타신발 > 남아 발레화
K0008060,남아,C003941,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 발레복/발레화/용품 > 기타신발 > 남아 발레화
K0008061,발레화,C003941,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 발레복/발레화/용품 > 기타신발 > 남아 발레화
K0008062,남아 레인부츠,C003944,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 부츠/워커 > 남아 레인부츠
K0008063,남아,C003944,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 부츠/워커 > 남아 레인부츠
K0008064,레인부츠,C003944,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 부츠/워커 > 남아 레인부츠
K0008065,남아 부츠,C003946,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 부츠/워커 > 남아 부츠
K0008066,남아,C003946,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 부츠/워커 > 남아 부츠
K0008067,부츠,C003946,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 부츠/워커 > 남아 부츠
K0008068,남아 워커,C003947,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 부츠/워커 > 남아 워커
K0008069,남아,C003947,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 부츠/워커 > 남아 워커
K0008070,워커,C003947,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 부츠/워커 > 남아 워커
K0008071,남아 샌들,C003948,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 샌들류 > 남아 샌들
K0008072,남아,C003948,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 샌들류 > 남아 샌들
K0008073,샌들,C003948,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 샌들류 > 남아 샌들
K0008074,남아 크록스스타일,C003950,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 샌들류 > 남아 크록스스타일
K0008075,남아,C003950,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 샌들류 > 남아 크록스스타일
K0008076,크록스스타일,C003950,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 샌들류 > 남아 크록스스타일
K0008077,남아 슬리퍼,C003951,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 슬리퍼/쪼리 > 남아 슬리퍼
K0008078,남아,C003951,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 슬리퍼/쪼리 > 남아 슬리퍼
K0008079,슬리퍼,C003951,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 슬리퍼/쪼리 > 남아 슬리퍼
K0008080,남아 플립플랍/쪼리,C003953,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 슬리퍼/쪼리 > 남아 플립플랍/쪼리
K0008081,남아 플립플랍,C003953,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 슬리퍼/쪼리 > 남아 플립플랍/쪼리
K0008082,쪼리,C003953,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 슬리퍼/쪼리 > 남아 플립플랍/쪼리
K0008083,남아,C003953,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 슬리퍼/쪼리 > 남아 플립플랍/쪼리
K0008084,플립플랍/쪼리,C003953,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 슬리퍼/쪼리 > 남아 플립플랍/쪼리
K0008085,남아 실내화,C003954,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 실내화/덧신 > 남아 실내화
K0008086,남아,C003954,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 실내화/덧신 > 남아 실내화
K0008087,실내화,C003954,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 실내화/덧신 > 남아 실내화
K0008088,남아 실내화덧신,C003956,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 실내화/덧신 > 남아 실내화덧신
K0008089,남아,C003956,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 실내화/덧신 > 남아 실내화덧신
K0008090,실내화덧신,C003956,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 실내화/덧신 > 남아 실내화덧신
K0008091,남아 슬립온,C003957,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 운동화/스니커즈 > 남아 슬립온
K0008092,남아,C003957,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 운동화/스니커즈 > 남아 슬립온
K0008093,슬립온,C003957,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 운동화/스니커즈 > 남아 슬립온
K0008094,남아 운동화,C003959,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 운동화/스니커즈 > 남아 운동화
K0008095,남아,C003959,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 운동화/스니커즈 > 남아 운동화
K0008096,운동화,C003959,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 운동화/스니커즈 > 남아 운동화
K0008097,남아 캔버스/스니커즈,C003960,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 운동화/스니커즈 > 남아 캔버스/스니커즈
K0008098,남아 캔버스,C003960,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 운동화/스니커즈 > 남아 캔버스/스니커즈
K0008099,스니커즈,C003960,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 운동화/스니커즈 > 남아 캔버스/스니커즈
K0008100,남아,C003960,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 운동화/스니커즈 > 남아 캔버스/스니커즈
K0008101,캔버스/스니커즈,C003960,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 운동화/스니커즈 > 남아 캔버스/스니커즈
K0008102,남아 고무신,C003961,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 한복/신발/소품 > 남아 고무신
K0008103,남아,C003961,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 한복/신발/소품 > 남아 고무신
K0008104,고무신,C003961,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 한복/신발/소품 > 남아 고무신
K0008105,남아 한복신발,C003963,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 한복/신발/소품 > 남아 한복신발
K0008106,남아,C003963,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 한복/신발/소품 > 남아 한복신발
K0008107,한복신발,C003963,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아신발 > 한복/신발/소품 > 남아 한복신발
K0008108,남아 백팩/책가방,C003964,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 백팩/책가방
K0008109,남아 백팩,C003964,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 백팩/책가방
K0008110,책가방,C003964,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 백팩/책가방
K0008111,남아,C003964,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 백팩/책가방
K0008112,백팩/책가방,C003964,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 백팩/책가방
K0008113,남아 보조가방/신발주머니,C003967,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 보조가방/신발주머니
K0008114,남아 보조가방,C003967,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 보조가방/신발주머니
K0008115,신발주머니,C003967,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 보조가방/신발주머니
K0008116,남아,C003967,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 보조가방/신발주머니
K0008117,보조가방/신발주머니,C003967,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 보조가방/신발주머니
K0008118,남아 손가방,C003968,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 손가방
K0008119,남아,C003968,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 손가방
K0008120,손가방,C003968,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 손가방
K0008121,남아 책가방세트,C003969,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 책가방세트
K0008122,남아,C003969,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 책가방세트
K0008123,책가방세트,C003969,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 책가방세트
K0008124,남아 캐리어/여행가방,C003970,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 캐리어/여행가방
K0008125,남아 캐리어,C003970,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 캐리어/여행가방
K0008126,여행가방,C003970,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 캐리어/여행가방
K0008127,남아,C003970,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 캐리어/여행가방
K0008128,캐리어/여행가방,C003970,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 캐리어/여행가방
K0008129,남아 크로스백,C003971,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 크로스백
K0008130,남아,C003971,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 크로스백
K0008131,크로스백,C003971,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 가방 > 남아 크로스백
K0008132,남아 스키/패딩장갑,C003972,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 고글/스키용품 > 남아 스키/패딩장갑
K0008133,남아 스키,C003972,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 고글/스키용품 > 남아 스키/패딩장갑
K0008134,패딩장갑,C003972,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 고글/스키용품 > 남아 스키/패딩장갑
K0008135,남아,C003972,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 고글/스키용품 > 남아 스키/패딩장갑
K0008136,스키/패딩장갑,C003972,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 고글/스키용품 > 남아 스키/패딩장갑
K0008137,남아 지갑,C003974,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 남아 지갑
K0008138,남아,C003974,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 남아 지갑
K0008139,지갑,C003974,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 남아 지갑
K0008140,남아 패션마스크,C003975,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 남아 패션마스크
K0008141,남아,C003975,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 남아 패션마스크
K0008142,패션마스크,C003975,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 남아 패션마스크
K0008143,남아 넥타이,C003976,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 넥타이/보타이 > 남아 넥타이
K0008144,남아,C003976,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 넥타이/보타이 > 남아 넥타이
K0008145,넥타이,C003976,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 넥타이/보타이 > 남아 넥타이
K0008146,남아 보타이,C003978,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 넥타이/보타이 > 남아 보타이
K0008147,남아,C003978,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 넥타이/보타이 > 남아 보타이
K0008148,보타이,C003978,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 넥타이/보타이 > 남아 보타이
K0008149,남아 넥워머,C003979,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 머플러/스카프빕 > 남아 넥워머
K0008150,남아,C003979,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 머플러/스카프빕 > 남아 넥워머
K0008151,넥워머,C003979,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 머플러/스카프빕 > 남아 넥워머
K0008152,남아 머플러,C003981,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 머플러/스카프빕 > 남아 머플러
K0008153,남아,C003981,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 머플러/스카프빕 > 남아 머플러
K0008154,머플러,C003981,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 머플러/스카프빕 > 남아 머플러
K0008155,남아 스카프,C003982,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 머플러/스카프빕 > 남아 스카프
K0008156,남아,C003982,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 머플러/스카프빕 > 남아 스카프
K0008157,스카프,C003982,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 머플러/스카프빕 > 남아 스카프
K0008158,남아 스카프빕,C003983,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 머플러/스카프빕 > 남아 스카프빕
K0008159,남아,C003983,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 머플러/스카프빕 > 남아 스카프빕
K0008160,스카프빕,C003983,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 머플러/스카프빕 > 남아 스카프빕
K0008161,남아 벙거지/챙모자,C003984,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 벙거지/챙모자
K0008162,남아 벙거지,C003984,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 벙거지/챙모자
K0008163,챙모자,C003984,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 벙거지/챙모자
K0008164,남아,C003984,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 벙거지/챙모자
K0008165,벙거지/챙모자,C003984,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 벙거지/챙모자
K0008166,남아 베레모/헌팅캡,C003986,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 베레모/헌팅캡
K0008167,남아 베레모,C003986,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 베레모/헌팅캡
K0008168,헌팅캡,C003986,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 베레모/헌팅캡
K0008169,남아,C003986,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 베레모/헌팅캡
K0008170,베레모/헌팅캡,C003986,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 베레모/헌팅캡
K0008171,남아 비니,C003987,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 비니
K0008172,남아,C003987,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 비니
K0008173,비니,C003987,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 비니
K0008174,남아 선캡,C003988,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 선캡
K0008175,남아,C003988,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 선캡
K0008176,선캡,C003988,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 선캡
K0008177,남아 스냅백/야구모자,C003989,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 스냅백/야구모자
K0008178,남아 스냅백,C003989,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 스냅백/야구모자
K0008179,야구모자,C003989,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 스냅백/야구모자
K0008180,남아,C003989,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 스냅백/야구모자
K0008181,스냅백/야구모자,C003989,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 스냅백/야구모자
K0008182,남아 왕골/밀짚모자,C003990,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 왕골/밀짚모자
K0008183,남아 왕골,C003990,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 왕골/밀짚모자
K0008184,밀짚모자,C003990,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 왕골/밀짚모자
K0008185,남아,C003990,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 왕골/밀짚모자
K0008186,왕골/밀짚모자,C003990,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 왕골/밀짚모자
K0008187,남아 털/귀달이모자,C003991,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 털/귀달이모자
K0008188,남아 털,C003991,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 털/귀달이모자
K0008189,귀달이모자,C003991,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 털/귀달이모자
K0008190,남아,C003991,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 털/귀달이모자
K0008191,털/귀달이모자,C003991,MO(형태소분리),3,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 털/귀달이모자
K0008192,남아 페도라/중절모,C003992,EX(완전일치),1,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 페도라/중절모
K0008193,남아 페도라,C003992,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 페도라/중절모
K0008194,중절모,C003992,SY(유의어분리),2,쿠팡,패션의류잡화 > 영유아동 신발/잡화/기타의류(0~17세) > 남아잡화 > 모자 > 남아 페도라/중절모
