Keyword_ID,Search_Keyword,Target_Cat_ID,Mapping_Type,Priority,Mapping_Result
KW_0000001,CDROMRW,STD_000001,EX(완전일치),1,PC주변기기 > ODD > CD-ROM/RW
KW_0000002,CDROM,STD_000001,SY(병렬속성분리),2,PC주변기기 > ODD > CD-ROM/RW
KW_0000003,RW,STD_000001,SY(병렬속성분리),2,PC주변기기 > ODD > CD-ROM/RW
KW_0000004,ODD CDROM,STD_000001,IN(문맥추론-부모결합),4,PC주변기기 > ODD > CD-ROM/RW
KW_0000005,ODDCDROM,STD_000001,IN(문맥추론-부모결합),4,PC주변기기 > ODD > CD-ROM/RW
KW_0000006,PC주변기기 CDROM,STD_000001,IN(문맥추론-조부모결합),5,PC주변기기 > ODD > CD-ROM/RW
KW_0000007,ODD,STD_000001,AB(확대범주),6,PC주변기기 > ODD > CD-ROM/RW
KW_0000008,DVDROMRW,STD_000004,EX(완전일치),1,PC주변기기 > ODD > DVD-ROM/RW
KW_0000009,DVDROM,STD_000004,SY(병렬속성분리),2,PC주변기기 > ODD > DVD-ROM/RW
KW_0000010,RW,STD_000004,SY(병렬속성분리),2,PC주변기기 > ODD > DVD-ROM/RW
KW_0000011,ODD DVDROM,STD_000004,IN(문맥추론-부모결합),4,PC주변기기 > ODD > DVD-ROM/RW
KW_0000012,ODDDVDROM,STD_000004,IN(문맥추론-부모결합),4,PC주변기기 > ODD > DVD-ROM/RW
KW_0000013,PC주변기기 DVDROM,STD_000004,IN(문맥추론-조부모결합),5,PC주변기기 > ODD > DVD-ROM/RW
KW_0000014,ODD,STD_000004,AB(확대범주),6,PC주변기기 > ODD > DVD-ROM/RW
KW_0000015,블루레이드라이브,STD_000005,EX(완전일치),1,PC주변기기 > ODD > 블루레이드라이브
KW_0000016,ODD 블루레이드라이브,STD_000005,IN(문맥추론-부모결합),4,PC주변기기 > ODD > 블루레이드라이브
KW_0000017,ODD블루레이드라이브,STD_000005,IN(문맥추론-부모결합),4,PC주변기기 > ODD > 블루레이드라이브
KW_0000018,PC주변기기 블루레이드라이브,STD_000005,IN(문맥추론-조부모결합),5,PC주변기기 > ODD > 블루레이드라이브
KW_0000019,ODD,STD_000005,AB(확대범주),6,PC주변기기 > ODD > 블루레이드라이브
KW_0000020,CPU,STD_000006,EX(완전일치),1,PC주변기기 > PC부품 > CPU
KW_0000021,PC부품 CPU,STD_000006,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > CPU
KW_0000022,PC부품CPU,STD_000006,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > CPU
KW_0000023,PC주변기기 CPU,STD_000006,IN(문맥추론-조부모결합),5,PC주변기기 > PC부품 > CPU
KW_0000024,PC부품,STD_000006,AB(확대범주),6,PC주변기기 > PC부품 > CPU
KW_0000025,PC케이스,STD_000008,EX(완전일치),1,PC주변기기 > PC부품 > PC케이스
KW_0000026,PC부품 PC케이스,STD_000008,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > PC케이스
KW_0000027,PC부품PC케이스,STD_000008,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > PC케이스
KW_0000028,PC주변기기 PC케이스,STD_000008,IN(문맥추론-조부모결합),5,PC주변기기 > PC부품 > PC케이스
KW_0000029,PC부품,STD_000008,AB(확대범주),6,PC주변기기 > PC부품 > PC케이스
KW_0000030,RAM,STD_000009,EX(완전일치),1,PC주변기기 > PC부품 > RAM
KW_0000031,PC부품 RAM,STD_000009,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > RAM
KW_0000032,PC부품RAM,STD_000009,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > RAM
KW_0000033,PC주변기기 RAM,STD_000009,IN(문맥추론-조부모결합),5,PC주변기기 > PC부품 > RAM
KW_0000034,PC부품,STD_000009,AB(확대범주),6,PC주변기기 > PC부품 > RAM
KW_0000035,그래픽카드,STD_000010,EX(완전일치),1,PC주변기기 > PC부품 > 그래픽카드
KW_0000036,PC부품 그래픽카드,STD_000010,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > 그래픽카드
KW_0000037,PC부품그래픽카드,STD_000010,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > 그래픽카드
KW_0000038,PC주변기기 그래픽카드,STD_000010,IN(문맥추론-조부모결합),5,PC주변기기 > PC부품 > 그래픽카드
KW_0000039,PC부품,STD_000010,AB(확대범주),6,PC주변기기 > PC부품 > 그래픽카드
KW_0000040,기타PC부품,STD_000011,EX(완전일치),1,PC주변기기 > PC부품 > 기타PC부품
KW_0000041,PC부품 기타PC부품,STD_000011,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > 기타PC부품
KW_0000042,PC부품기타PC부품,STD_000011,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > 기타PC부품
KW_0000043,PC주변기기 기타PC부품,STD_000011,IN(문맥추론-조부모결합),5,PC주변기기 > PC부품 > 기타PC부품
KW_0000044,PC부품,STD_000011,AB(확대범주),6,PC주변기기 > PC부품 > 기타PC부품
KW_0000045,메인보드,STD_000012,EX(완전일치),1,PC주변기기 > PC부품 > 메인보드
KW_0000046,PC부품 메인보드,STD_000012,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > 메인보드
KW_0000047,PC부품메인보드,STD_000012,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > 메인보드
KW_0000048,PC주변기기 메인보드,STD_000012,IN(문맥추론-조부모결합),5,PC주변기기 > PC부품 > 메인보드
KW_0000049,PC부품,STD_000012,AB(확대범주),6,PC주변기기 > PC부품 > 메인보드
KW_0000050,쿨러,STD_000013,EX(완전일치),1,PC주변기기 > PC부품 > 쿨러
KW_0000051,PC부품 쿨러,STD_000013,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > 쿨러
KW_0000052,PC부품쿨러,STD_000013,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > 쿨러
KW_0000053,PC주변기기 쿨러,STD_000013,IN(문맥추론-조부모결합),5,PC주변기기 > PC부품 > 쿨러
KW_0000054,PC부품,STD_000013,AB(확대범주),6,PC주변기기 > PC부품 > 쿨러
KW_0000055,파워서플라이,STD_000014,EX(완전일치),1,PC주변기기 > PC부품 > 파워서플라이
KW_0000056,PC부품 파워서플라이,STD_000014,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > 파워서플라이
KW_0000057,PC부품파워서플라이,STD_000014,IN(문맥추론-부모결합),4,PC주변기기 > PC부품 > 파워서플라이
KW_0000058,PC주변기기 파워서플라이,STD_000014,IN(문맥추론-조부모결합),5,PC주변기기 > PC부품 > 파워서플라이
KW_0000059,PC부품,STD_000014,AB(확대범주),6,PC주변기기 > PC부품 > 파워서플라이
KW_0000060,PC마이크,STD_000015,EX(완전일치),1,PC주변기기 > PC영상/음향기기 > PC마이크
KW_0000061,PC영상 PC마이크,STD_000015,IN(문맥추론-부모결합),4,PC주변기기 > PC영상/음향기기 > PC마이크
KW_0000062,PC영상PC마이크,STD_000015,IN(문맥추론-부모결합),4,PC주변기기 > PC영상/음향기기 > PC마이크
KW_0000063,PC주변기기 PC마이크,STD_000015,IN(문맥추론-조부모결합),5,PC주변기기 > PC영상/음향기기 > PC마이크
KW_0000064,PC영상,STD_000015,AB(확대범주),6,PC주변기기 > PC영상/음향기기 > PC마이크
KW_0000065,음향기기,STD_000015,AB(확대범주),6,PC주변기기 > PC영상/음향기기 > PC마이크
KW_0000066,PC스피커,STD_000017,EX(완전일치),1,PC주변기기 > PC영상/음향기기 > PC스피커
KW_0000067,PC영상 PC스피커,STD_000017,IN(문맥추론-부모결합),4,PC주변기기 > PC영상/음향기기 > PC스피커
KW_0000068,PC영상PC스피커,STD_000017,IN(문맥추론-부모결합),4,PC주변기기 > PC영상/음향기기 > PC스피커
KW_0000069,PC주변기기 PC스피커,STD_000017,IN(문맥추론-조부모결합),5,PC주변기기 > PC영상/음향기기 > PC스피커
KW_0000070,PC영상,STD_000017,AB(확대범주),6,PC주변기기 > PC영상/음향기기 > PC스피커
KW_0000071,음향기기,STD_000017,AB(확대범주),6,PC주변기기 > PC영상/음향기기 > PC스피커
KW_0000072,PC카메라,STD_000018,EX(완전일치),1,PC주변기기 > PC영상/음향기기 > PC카메라
KW_0000073,PC영상 PC카메라,STD_000018,IN(문맥추론-부모결합),4,PC주변기기 > PC영상/음향기기 > PC카메라
KW_0000074,PC영상PC카메라,STD_000018,IN(문맥추론-부모결합),4,PC주변기기 > PC영상/음향기기 > PC카메라
KW_0000075,PC주변기기 PC카메라,STD_000018,IN(문맥추론-조부모결합),5,PC주변기기 > PC영상/음향기기 > PC카메라
KW_0000076,PC영상,STD_000018,AB(확대범주),6,PC주변기기 > PC영상/음향기기 > PC카메라
KW_0000077,음향기기,STD_000018,AB(확대범주),6,PC주변기기 > PC영상/음향기기 > PC카메라
KW_0000078,PC헤드셋,STD_000019,EX(완전일치),1,PC주변기기 > PC영상/음향기기 > PC헤드셋
KW_0000079,PC영상 PC헤드셋,STD_000019,IN(문맥추론-부모결합),4,PC주변기기 > PC영상/음향기기 > PC헤드셋
KW_0000080,PC영상PC헤드셋,STD_000019,IN(문맥추론-부모결합),4,PC주변기기 > PC영상/음향기기 > PC헤드셋
KW_0000081,PC주변기기 PC헤드셋,STD_000019,IN(문맥추론-조부모결합),5,PC주변기기 > PC영상/음향기기 > PC헤드셋
KW_0000082,PC영상,STD_000019,AB(확대범주),6,PC주변기기 > PC영상/음향기기 > PC헤드셋
KW_0000083,음향기기,STD_000019,AB(확대범주),6,PC주변기기 > PC영상/음향기기 > PC헤드셋
KW_0000084,TV수신카드,STD_000020,EX(완전일치),1,PC주변기기 > PC영상/음향기기 > TV수신카드
KW_0000085,PC영상 TV수신카드,STD_000020,IN(문맥추론-부모결합),4,PC주변기기 > PC영상/음향기기 > TV수신카드
KW_0000086,PC영상TV수신카드,STD_000020,IN(문맥추론-부모결합),4,PC주변기기 > PC영상/음향기기 > TV수신카드
KW_0000087,PC주변기기 TV수신카드,STD_000020,IN(문맥추론-조부모결합),5,PC주변기기 > PC영상/음향기기 > TV수신카드
KW_0000088,PC영상,STD_000020,AB(확대범주),6,PC주변기기 > PC영상/음향기기 > TV수신카드
KW_0000089,음향기기,STD_000020,AB(확대범주),6,PC주변기기 > PC영상/음향기기 > TV수신카드
KW_0000090,사운드카드,STD_000021,EX(완전일치),1,PC주변기기 > PC영상/음향기기 > 사운드카드
KW_0000091,PC영상 사운드카드,STD_000021,IN(문맥추론-부모결합),4,PC주변기기 > PC영상/음향기기 > 사운드카드
KW_0000092,PC영상사운드카드,STD_000021,IN(문맥추론-부모결합),4,PC주변기기 > PC영상/음향기기 > 사운드카드
KW_0000093,PC주변기기 사운드카드,STD_000021,IN(문맥추론-조부모결합),5,PC주변기기 > PC영상/음향기기 > 사운드카드
KW_0000094,PC영상,STD_000021,AB(확대범주),6,PC주변기기 > PC영상/음향기기 > 사운드카드
KW_0000095,음향기기,STD_000021,AB(확대범주),6,PC주변기기 > PC영상/음향기기 > 사운드카드
KW_0000096,영상편집카드,STD_000022,EX(완전일치),1,PC주변기기 > PC영상/음향기기 > 영상편집카드
KW_0000097,PC영상 영상편집카드,STD_000022,IN(문맥추론-부모결합),4,PC주변기기 > PC영상/음향기기 > 영상편집카드
KW_0000098,PC영상영상편집카드,STD_000022,IN(문맥추론-부모결합),4,PC주변기기 > PC영상/음향기기 > 영상편집카드
KW_0000099,PC주변기기 영상편집카드,STD_000022,IN(문맥추론-조부모결합),5,PC주변기기 > PC영상/음향기기 > 영상편집카드
KW_0000100,PC영상,STD_000022,AB(확대범주),6,PC주변기기 > PC영상/음향기기 > 영상편집카드
KW_0000101,음향기기,STD_000022,AB(확대범주),6,PC주변기기 > PC영상/음향기기 > 영상편집카드
KW_0000102,PC주변용품,STD_000023,EX(완전일치),1,PC주변기기 > PC주변용품
KW_0000103,PC주변기기 PC주변용품,STD_000023,IN(문맥추론-부모결합),4,PC주변기기 > PC주변용품
KW_0000104,PC주변기기PC주변용품,STD_000023,IN(문맥추론-부모결합),4,PC주변기기 > PC주변용품
KW_0000105,PC주변기기,STD_000023,AB(확대범주),6,PC주변기기 > PC주변용품
KW_0000106,PC받침대,STD_000024,EX(완전일치),1,PC주변기기 > PC주변용품 > PC받침대
KW_0000107,PC주변용품 PC받침대,STD_000024,IN(문맥추론-부모결합),4,PC주변기기 > PC주변용품 > PC받침대
KW_0000108,PC주변용품PC받침대,STD_000024,IN(문맥추론-부모결합),4,PC주변기기 > PC주변용품 > PC받침대
KW_0000109,PC주변기기 PC받침대,STD_000024,IN(문맥추론-조부모결합),5,PC주변기기 > PC주변용품 > PC받침대
KW_0000110,PC주변용품,STD_000024,AB(확대범주),6,PC주변기기 > PC주변용품 > PC받침대
KW_0000111,PC청소용품,STD_000025,EX(완전일치),1,PC주변기기 > PC주변용품 > PC청소용품
KW_0000112,PC주변용품 PC청소용품,STD_000025,IN(문맥추론-부모결합),4,PC주변기기 > PC주변용품 > PC청소용품
KW_0000113,PC주변용품PC청소용품,STD_000025,IN(문맥추론-부모결합),4,PC주변기기 > PC주변용품 > PC청소용품
KW_0000114,PC주변기기 PC청소용품,STD_000025,IN(문맥추론-조부모결합),5,PC주변기기 > PC주변용품 > PC청소용품
KW_0000115,PC주변용품,STD_000025,AB(확대범주),6,PC주변기기 > PC주변용품 > PC청소용품
KW_0000116,USB라이트,STD_000026,EX(완전일치),1,PC주변기기 > PC주변용품 > USB라이트
KW_0000117,PC주변용품 USB라이트,STD_000026,IN(문맥추론-부모결합),4,PC주변기기 > PC주변용품 > USB라이트
KW_0000118,PC주변용품USB라이트,STD_000026,IN(문맥추론-부모결합),4,PC주변기기 > PC주변용품 > USB라이트
KW_0000119,PC주변기기 USB라이트,STD_000026,IN(문맥추론-조부모결합),5,PC주변기기 > PC주변용품 > USB라이트
KW_0000120,PC주변용품,STD_000026,AB(확대범주),6,PC주변기기 > PC주변용품 > USB라이트
KW_0000121,기타PC주변용품,STD_000027,EX(완전일치),1,PC주변기기 > PC주변용품 > 기타PC주변용품
KW_0000122,PC주변용품 기타PC주변용품,STD_000027,IN(문맥추론-부모결합),4,PC주변기기 > PC주변용품 > 기타PC주변용품
KW_0000123,PC주변용품기타PC주변용품,STD_000027,IN(문맥추론-부모결합),4,PC주변기기 > PC주변용품 > 기타PC주변용품
KW_0000124,PC주변기기 기타PC주변용품,STD_000027,IN(문맥추론-조부모결합),5,PC주변기기 > PC주변용품 > 기타PC주변용품
KW_0000125,PC주변용품,STD_000027,AB(확대범주),6,PC주변기기 > PC주변용품 > 기타PC주변용품
KW_0000126,마우스패드,STD_000028,EX(완전일치),1,PC주변기기 > PC주변용품 > 마우스패드
KW_0000127,PC주변용품 마우스패드,STD_000028,IN(문맥추론-부모결합),4,PC주변기기 > PC주변용품 > 마우스패드
KW_0000128,PC주변용품마우스패드,STD_000028,IN(문맥추론-부모결합),4,PC주변기기 > PC주변용품 > 마우스패드
KW_0000129,PC주변기기 마우스패드,STD_000028,IN(문맥추론-조부모결합),5,PC주변기기 > PC주변용품 > 마우스패드
KW_0000130,PC주변용품,STD_000028,AB(확대범주),6,PC주변기기 > PC주변용품 > 마우스패드
KW_0000131,케이블정리용품,STD_000029,EX(완전일치),1,PC주변기기 > PC주변용품 > 케이블정리용품
KW_0000132,PC주변용품 케이블정리용품,STD_000029,IN(문맥추론-부모결합),4,PC주변기기 > PC주변용품 > 케이블정리용품
KW_0000133,PC주변용품케이블정리용품,STD_000029,IN(문맥추론-부모결합),4,PC주변기기 > PC주변용품 > 케이블정리용품
KW_0000134,PC주변기기 케이블정리용품,STD_000029,IN(문맥추론-조부모결합),5,PC주변기기 > PC주변용품 > 케이블정리용품
KW_0000135,PC주변용품,STD_000029,AB(확대범주),6,PC주변기기 > PC주변용품 > 케이블정리용품
KW_0000136,AP,STD_000030,EX(완전일치),1,PC주변기기 > 네트워크장비 > AP
KW_0000137,네트워크장비 AP,STD_000030,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > AP
KW_0000138,네트워크장비AP,STD_000030,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > AP
KW_0000139,PC주변기기 AP,STD_000030,IN(문맥추론-조부모결합),5,PC주변기기 > 네트워크장비 > AP
KW_0000140,네트워크장비,STD_000030,AB(확대범주),6,PC주변기기 > 네트워크장비 > AP
KW_0000141,KVM스위치,STD_000032,EX(완전일치),1,PC주변기기 > 네트워크장비 > KVM스위치
KW_0000142,네트워크장비 KVM스위치,STD_000032,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > KVM스위치
KW_0000143,네트워크장비KVM스위치,STD_000032,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > KVM스위치
KW_0000144,PC주변기기 KVM스위치,STD_000032,IN(문맥추론-조부모결합),5,PC주변기기 > 네트워크장비 > KVM스위치
KW_0000145,네트워크장비,STD_000032,AB(확대범주),6,PC주변기기 > 네트워크장비 > KVM스위치
KW_0000146,USB동글,STD_000033,EX(완전일치),1,PC주변기기 > 네트워크장비 > USB동글
KW_0000147,네트워크장비 USB동글,STD_000033,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > USB동글
KW_0000148,네트워크장비USB동글,STD_000033,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > USB동글
KW_0000149,PC주변기기 USB동글,STD_000033,IN(문맥추론-조부모결합),5,PC주변기기 > 네트워크장비 > USB동글
KW_0000150,네트워크장비,STD_000033,AB(확대범주),6,PC주변기기 > 네트워크장비 > USB동글
KW_0000151,USB허브,STD_000034,EX(완전일치),1,PC주변기기 > 네트워크장비 > USB허브
KW_0000152,네트워크장비 USB허브,STD_000034,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > USB허브
KW_0000153,네트워크장비USB허브,STD_000034,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > USB허브
KW_0000154,PC주변기기 USB허브,STD_000034,IN(문맥추론-조부모결합),5,PC주변기기 > 네트워크장비 > USB허브
KW_0000155,네트워크장비,STD_000034,AB(확대범주),6,PC주변기기 > 네트워크장비 > USB허브
KW_0000156,공유기,STD_000035,EX(완전일치),1,PC주변기기 > 네트워크장비 > 공유기
KW_0000157,네트워크장비 공유기,STD_000035,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 공유기
KW_0000158,네트워크장비공유기,STD_000035,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 공유기
KW_0000159,PC주변기기 공유기,STD_000035,IN(문맥추론-조부모결합),5,PC주변기기 > 네트워크장비 > 공유기
KW_0000160,네트워크장비,STD_000035,AB(확대범주),6,PC주변기기 > 네트워크장비 > 공유기
KW_0000161,기타네트워크장비,STD_000036,EX(완전일치),1,PC주변기기 > 네트워크장비 > 기타네트워크장비
KW_0000162,네트워크장비 기타네트워크장비,STD_000036,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 기타네트워크장비
KW_0000163,네트워크장비기타네트워크장비,STD_000036,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 기타네트워크장비
KW_0000164,PC주변기기 기타네트워크장비,STD_000036,IN(문맥추론-조부모결합),5,PC주변기기 > 네트워크장비 > 기타네트워크장비
KW_0000165,네트워크장비,STD_000036,AB(확대범주),6,PC주변기기 > 네트워크장비 > 기타네트워크장비
KW_0000166,랜카드,STD_000037,EX(완전일치),1,PC주변기기 > 네트워크장비 > 랜카드
KW_0000167,네트워크장비 랜카드,STD_000037,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 랜카드
KW_0000168,네트워크장비랜카드,STD_000037,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 랜카드
KW_0000169,PC주변기기 랜카드,STD_000037,IN(문맥추론-조부모결합),5,PC주변기기 > 네트워크장비 > 랜카드
KW_0000170,네트워크장비,STD_000037,AB(확대범주),6,PC주변기기 > 네트워크장비 > 랜카드
KW_0000171,랜툴,STD_000038,EX(완전일치),1,PC주변기기 > 네트워크장비 > 랜툴
KW_0000172,네트워크장비 랜툴,STD_000038,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 랜툴
KW_0000173,네트워크장비랜툴,STD_000038,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 랜툴
KW_0000174,PC주변기기 랜툴,STD_000038,IN(문맥추론-조부모결합),5,PC주변기기 > 네트워크장비 > 랜툴
KW_0000175,네트워크장비,STD_000038,AB(확대범주),6,PC주변기기 > 네트워크장비 > 랜툴
KW_0000176,리피터,STD_000039,EX(완전일치),1,PC주변기기 > 네트워크장비 > 리피터
KW_0000177,네트워크장비 리피터,STD_000039,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 리피터
KW_0000178,네트워크장비리피터,STD_000039,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 리피터
KW_0000179,PC주변기기 리피터,STD_000039,IN(문맥추론-조부모결합),5,PC주변기기 > 네트워크장비 > 리피터
KW_0000180,네트워크장비,STD_000039,AB(확대범주),6,PC주변기기 > 네트워크장비 > 리피터
KW_0000181,미라캐스트,STD_000040,EX(완전일치),1,PC주변기기 > 네트워크장비 > 미라캐스트
KW_0000182,네트워크장비 미라캐스트,STD_000040,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 미라캐스트
KW_0000183,네트워크장비미라캐스트,STD_000040,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 미라캐스트
KW_0000184,PC주변기기 미라캐스트,STD_000040,IN(문맥추론-조부모결합),5,PC주변기기 > 네트워크장비 > 미라캐스트
KW_0000185,네트워크장비,STD_000040,AB(확대범주),6,PC주변기기 > 네트워크장비 > 미라캐스트
KW_0000186,분배기선택기,STD_000041,EX(완전일치),1,PC주변기기 > 네트워크장비 > 분배기/선택기
KW_0000187,분배기,STD_000041,SY(병렬속성분리),2,PC주변기기 > 네트워크장비 > 분배기/선택기
KW_0000188,선택기,STD_000041,SY(병렬속성분리),2,PC주변기기 > 네트워크장비 > 분배기/선택기
KW_0000189,네트워크장비 분배기,STD_000041,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 분배기/선택기
KW_0000190,네트워크장비분배기,STD_000041,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 분배기/선택기
KW_0000191,PC주변기기 분배기,STD_000041,IN(문맥추론-조부모결합),5,PC주변기기 > 네트워크장비 > 분배기/선택기
KW_0000192,네트워크장비,STD_000041,AB(확대범주),6,PC주변기기 > 네트워크장비 > 분배기/선택기
KW_0000193,스위칭허브,STD_000042,EX(완전일치),1,PC주변기기 > 네트워크장비 > 스위칭허브
KW_0000194,네트워크장비 스위칭허브,STD_000042,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 스위칭허브
KW_0000195,네트워크장비스위칭허브,STD_000042,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 스위칭허브
KW_0000196,PC주변기기 스위칭허브,STD_000042,IN(문맥추론-조부모결합),5,PC주변기기 > 네트워크장비 > 스위칭허브
KW_0000197,네트워크장비,STD_000042,AB(확대범주),6,PC주변기기 > 네트워크장비 > 스위칭허브
KW_0000198,안테나,STD_000043,EX(완전일치),1,PC주변기기 > 네트워크장비 > 안테나
KW_0000199,네트워크장비 안테나,STD_000043,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 안테나
KW_0000200,네트워크장비안테나,STD_000043,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 안테나
KW_0000201,PC주변기기 안테나,STD_000043,IN(문맥추론-조부모결합),5,PC주변기기 > 네트워크장비 > 안테나
KW_0000202,네트워크장비,STD_000043,AB(확대범주),6,PC주변기기 > 네트워크장비 > 안테나
KW_0000203,컨버터장비,STD_000044,EX(완전일치),1,PC주변기기 > 네트워크장비 > 컨버터장비
KW_0000204,네트워크장비 컨버터장비,STD_000044,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 컨버터장비
KW_0000205,네트워크장비컨버터장비,STD_000044,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 컨버터장비
KW_0000206,PC주변기기 컨버터장비,STD_000044,IN(문맥추론-조부모결합),5,PC주변기기 > 네트워크장비 > 컨버터장비
KW_0000207,네트워크장비,STD_000044,AB(확대범주),6,PC주변기기 > 네트워크장비 > 컨버터장비
KW_0000208,프린터공유기,STD_000045,EX(완전일치),1,PC주변기기 > 네트워크장비 > 프린터공유기
KW_0000209,네트워크장비 프린터공유기,STD_000045,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 프린터공유기
KW_0000210,네트워크장비프린터공유기,STD_000045,IN(문맥추론-부모결합),4,PC주변기기 > 네트워크장비 > 프린터공유기
KW_0000211,PC주변기기 프린터공유기,STD_000045,IN(문맥추론-조부모결합),5,PC주변기기 > 네트워크장비 > 프린터공유기
KW_0000212,네트워크장비,STD_000045,AB(확대범주),6,PC주변기기 > 네트워크장비 > 프린터공유기
KW_0000213,데이터통신케이블,STD_000046,EX(완전일치),1,PC주변기기 > 데이터/통신케이블
KW_0000214,데이터,STD_000046,SY(병렬속성분리),2,PC주변기기 > 데이터/통신케이블
KW_0000215,통신케이블,STD_000046,SY(병렬속성분리),2,PC주변기기 > 데이터/통신케이블
KW_0000216,PC주변기기 데이터,STD_000046,IN(문맥추론-부모결합),4,PC주변기기 > 데이터/통신케이블
KW_0000217,PC주변기기데이터,STD_000046,IN(문맥추론-부모결합),4,PC주변기기 > 데이터/통신케이블
KW_0000218,PC주변기기,STD_000046,AB(확대범주),6,PC주변기기 > 데이터/통신케이블
KW_0000219,IEEE1394케이블,STD_000047,EX(완전일치),1,PC주변기기 > 데이터/통신케이블 > IEEE1394케이블
KW_0000220,데이터 IEEE1394케이블,STD_000047,IN(문맥추론-부모결합),4,PC주변기기 > 데이터/통신케이블 > IEEE1394케이블
KW_0000221,데이터IEEE1394케이블,STD_000047,IN(문맥추론-부모결합),4,PC주변기기 > 데이터/통신케이블 > IEEE1394케이블
KW_0000222,PC주변기기 IEEE1394케이블,STD_000047,IN(문맥추론-조부모결합),5,PC주변기기 > 데이터/통신케이블 > IEEE1394케이블
KW_0000223,데이터,STD_000047,AB(확대범주),6,PC주변기기 > 데이터/통신케이블 > IEEE1394케이블
KW_0000224,통신케이블,STD_000047,AB(확대범주),6,PC주변기기 > 데이터/통신케이블 > IEEE1394케이블
KW_0000225,KVM케이블,STD_000048,EX(완전일치),1,PC주변기기 > 데이터/통신케이블 > KVM케이블
KW_0000226,데이터 KVM케이블,STD_000048,IN(문맥추론-부모결합),4,PC주변기기 > 데이터/통신케이블 > KVM케이블
KW_0000227,데이터KVM케이블,STD_000048,IN(문맥추론-부모결합),4,PC주변기기 > 데이터/통신케이블 > KVM케이블
KW_0000228,PC주변기기 KVM케이블,STD_000048,IN(문맥추론-조부모결합),5,PC주변기기 > 데이터/통신케이블 > KVM케이블
KW_0000229,데이터,STD_000048,AB(확대범주),6,PC주변기기 > 데이터/통신케이블 > KVM케이블
KW_0000230,통신케이블,STD_000048,AB(확대범주),6,PC주변기기 > 데이터/통신케이블 > KVM케이블
KW_0000231,LAN케이블,STD_000049,EX(완전일치),1,PC주변기기 > 데이터/통신케이블 > LAN케이블
KW_0000232,데이터 LAN케이블,STD_000049,IN(문맥추론-부모결합),4,PC주변기기 > 데이터/통신케이블 > LAN케이블
KW_0000233,데이터LAN케이블,STD_000049,IN(문맥추론-부모결합),4,PC주변기기 > 데이터/통신케이블 > LAN케이블
KW_0000234,PC주변기기 LAN케이블,STD_000049,IN(문맥추론-조부모결합),5,PC주변기기 > 데이터/통신케이블 > LAN케이블
KW_0000235,데이터,STD_000049,AB(확대범주),6,PC주변기기 > 데이터/통신케이블 > LAN케이블
