Keyword_ID,Search_Keyword,Target_Cat_ID,Mapping_Type,Priority,Mapping_Result
KW_0001125,잼,STD_000208,AB(확대범주),6,가공식품 > 잼/시럽 > 메이플시럽
KW_0001126,시럽,STD_000208,AB(확대범주),6,가공식품 > 잼/시럽 > 메이플시럽
KW_0001127,초코시럽,STD_000209,EX(완전일치),1,가공식품 > 잼/시럽 > 초코시럽
KW_0001128,잼 초코시럽,STD_000209,IN(문맥추론-부모결합),4,가공식품 > 잼/시럽 > 초코시럽
KW_0001129,잼초코시럽,STD_000209,IN(문맥추론-부모결합),4,가공식품 > 잼/시럽 > 초코시럽
KW_0001130,가공식품 초코시럽,STD_000209,IN(문맥추론-조부모결합),5,가공식품 > 잼/시럽 > 초코시럽
KW_0001131,잼,STD_000209,AB(확대범주),6,가공식품 > 잼/시럽 > 초코시럽
KW_0001132,시럽,STD_000209,AB(확대범주),6,가공식품 > 잼/시럽 > 초코시럽
KW_0001133,커피시럽,STD_000210,EX(완전일치),1,가공식품 > 잼/시럽 > 커피시럽
KW_0001134,잼 커피시럽,STD_000210,IN(문맥추론-부모결합),4,가공식품 > 잼/시럽 > 커피시럽
KW_0001135,잼커피시럽,STD_000210,IN(문맥추론-부모결합),4,가공식품 > 잼/시럽 > 커피시럽
KW_0001136,가공식품 커피시럽,STD_000210,IN(문맥추론-조부모결합),5,가공식품 > 잼/시럽 > 커피시럽
KW_0001137,잼,STD_000210,AB(확대범주),6,가공식품 > 잼/시럽 > 커피시럽
KW_0001138,시럽,STD_000210,AB(확대범주),6,가공식품 > 잼/시럽 > 커피시럽
KW_0001139,겨자고추냉이,STD_000211,EX(완전일치),1,가공식품 > 조미료/양념 > 겨자/고추냉이
KW_0001140,겨자,STD_000211,SY(병렬속성분리),2,가공식품 > 조미료/양념 > 겨자/고추냉이
KW_0001141,고추냉이,STD_000211,SY(병렬속성분리),2,가공식품 > 조미료/양념 > 겨자/고추냉이
KW_0001142,조미료 겨자,STD_000211,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 겨자/고추냉이
KW_0001143,조미료겨자,STD_000211,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 겨자/고추냉이
KW_0001144,가공식품 겨자,STD_000211,IN(문맥추론-조부모결합),5,가공식품 > 조미료/양념 > 겨자/고추냉이
KW_0001145,조미료,STD_000211,AB(확대범주),6,가공식품 > 조미료/양념 > 겨자/고추냉이
KW_0001146,양념,STD_000211,AB(확대범주),6,가공식품 > 조미료/양념 > 겨자/고추냉이
KW_0001147,고춧가루,STD_000213,EX(완전일치),1,가공식품 > 조미료/양념 > 고춧가루
KW_0001148,조미료 고춧가루,STD_000213,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 고춧가루
KW_0001149,조미료고춧가루,STD_000213,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 고춧가루
KW_0001150,가공식품 고춧가루,STD_000213,IN(문맥추론-조부모결합),5,가공식품 > 조미료/양념 > 고춧가루
KW_0001151,조미료,STD_000213,AB(확대범주),6,가공식품 > 조미료/양념 > 고춧가루
KW_0001152,양념,STD_000213,AB(확대범주),6,가공식품 > 조미료/양념 > 고춧가루
KW_0001153,기타조미료양념,STD_000214,EX(완전일치),1,가공식품 > 조미료/양념 > 기타조미료/양념
KW_0001154,기타조미료,STD_000214,SY(병렬속성분리),2,가공식품 > 조미료/양념 > 기타조미료/양념
KW_0001155,양념,STD_000214,SY(병렬속성분리),2,가공식품 > 조미료/양념 > 기타조미료/양념
KW_0001156,조미료 기타조미료,STD_000214,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 기타조미료/양념
KW_0001157,조미료기타조미료,STD_000214,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 기타조미료/양념
KW_0001158,가공식품 기타조미료,STD_000214,IN(문맥추론-조부모결합),5,가공식품 > 조미료/양념 > 기타조미료/양념
KW_0001159,조미료,STD_000214,AB(확대범주),6,가공식품 > 조미료/양념 > 기타조미료/양념
KW_0001160,물엿올리고당,STD_000215,EX(완전일치),1,가공식품 > 조미료/양념 > 물엿/올리고당
KW_0001161,물엿,STD_000215,SY(병렬속성분리),2,가공식품 > 조미료/양념 > 물엿/올리고당
KW_0001162,올리고당,STD_000215,SY(병렬속성분리),2,가공식품 > 조미료/양념 > 물엿/올리고당
KW_0001163,조미료 물엿,STD_000215,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 물엿/올리고당
KW_0001164,조미료물엿,STD_000215,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 물엿/올리고당
KW_0001165,가공식품 물엿,STD_000215,IN(문맥추론-조부모결합),5,가공식품 > 조미료/양념 > 물엿/올리고당
KW_0001166,조미료,STD_000215,AB(확대범주),6,가공식품 > 조미료/양념 > 물엿/올리고당
KW_0001167,양념,STD_000215,AB(확대범주),6,가공식품 > 조미료/양념 > 물엿/올리고당
KW_0001168,설탕,STD_000216,EX(완전일치),1,가공식품 > 조미료/양념 > 설탕
KW_0001169,조미료 설탕,STD_000216,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 설탕
KW_0001170,조미료설탕,STD_000216,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 설탕
KW_0001171,가공식품 설탕,STD_000216,IN(문맥추론-조부모결합),5,가공식품 > 조미료/양념 > 설탕
KW_0001172,조미료,STD_000216,AB(확대범주),6,가공식품 > 조미료/양념 > 설탕
KW_0001173,양념,STD_000216,AB(확대범주),6,가공식품 > 조미료/양념 > 설탕
KW_0001174,소금,STD_000217,EX(완전일치),1,가공식품 > 조미료/양념 > 소금
KW_0001175,조미료 소금,STD_000217,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 소금
KW_0001176,조미료소금,STD_000217,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 소금
KW_0001177,가공식품 소금,STD_000217,IN(문맥추론-조부모결합),5,가공식품 > 조미료/양념 > 소금
KW_0001178,조미료,STD_000217,AB(확대범주),6,가공식품 > 조미료/양념 > 소금
KW_0001179,양념,STD_000217,AB(확대범주),6,가공식품 > 조미료/양념 > 소금
KW_0001180,식초,STD_000218,EX(완전일치),1,가공식품 > 조미료/양념 > 식초
KW_0001181,조미료 식초,STD_000218,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 식초
KW_0001182,조미료식초,STD_000218,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 식초
KW_0001183,가공식품 식초,STD_000218,IN(문맥추론-조부모결합),5,가공식품 > 조미료/양념 > 식초
KW_0001184,조미료,STD_000218,AB(확대범주),6,가공식품 > 조미료/양념 > 식초
KW_0001185,양념,STD_000218,AB(확대범주),6,가공식품 > 조미료/양념 > 식초
KW_0001186,양념장,STD_000219,EX(완전일치),1,가공식품 > 조미료/양념 > 양념장
KW_0001187,조미료 양념장,STD_000219,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 양념장
KW_0001188,조미료양념장,STD_000219,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 양념장
KW_0001189,가공식품 양념장,STD_000219,IN(문맥추론-조부모결합),5,가공식품 > 조미료/양념 > 양념장
KW_0001190,조미료,STD_000219,AB(확대범주),6,가공식품 > 조미료/양념 > 양념장
KW_0001191,양념,STD_000219,AB(확대범주),6,가공식품 > 조미료/양념 > 양념장
KW_0001192,캡사이신,STD_000220,EX(완전일치),1,가공식품 > 조미료/양념 > 캡사이신
KW_0001193,조미료 캡사이신,STD_000220,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 캡사이신
KW_0001194,조미료캡사이신,STD_000220,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 캡사이신
KW_0001195,가공식품 캡사이신,STD_000220,IN(문맥추론-조부모결합),5,가공식품 > 조미료/양념 > 캡사이신
KW_0001196,조미료,STD_000220,AB(확대범주),6,가공식품 > 조미료/양념 > 캡사이신
KW_0001197,양념,STD_000220,AB(확대범주),6,가공식품 > 조미료/양념 > 캡사이신
KW_0001198,향신료,STD_000221,EX(완전일치),1,가공식품 > 조미료/양념 > 향신료
KW_0001199,조미료 향신료,STD_000221,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 향신료
KW_0001200,조미료향신료,STD_000221,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 향신료
KW_0001201,가공식품 향신료,STD_000221,IN(문맥추론-조부모결합),5,가공식품 > 조미료/양념 > 향신료
KW_0001202,조미료,STD_000221,AB(확대범주),6,가공식품 > 조미료/양념 > 향신료
KW_0001203,양념,STD_000221,AB(확대범주),6,가공식품 > 조미료/양념 > 향신료
KW_0001204,후추,STD_000222,EX(완전일치),1,가공식품 > 조미료/양념 > 후추
KW_0001205,조미료 후추,STD_000222,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 후추
KW_0001206,조미료후추,STD_000222,IN(문맥추론-부모결합),4,가공식품 > 조미료/양념 > 후추
KW_0001207,가공식품 후추,STD_000222,IN(문맥추론-조부모결합),5,가공식품 > 조미료/양념 > 후추
KW_0001208,조미료,STD_000222,AB(확대범주),6,가공식품 > 조미료/양념 > 후추
KW_0001209,양념,STD_000222,AB(확대범주),6,가공식품 > 조미료/양념 > 후추
KW_0001210,누룽지,STD_000223,EX(완전일치),1,가공식품 > 즉석밥 > 누룽지
KW_0001211,즉석밥 누룽지,STD_000223,IN(문맥추론-부모결합),4,가공식품 > 즉석밥 > 누룽지
KW_0001212,즉석밥누룽지,STD_000223,IN(문맥추론-부모결합),4,가공식품 > 즉석밥 > 누룽지
KW_0001213,가공식품 누룽지,STD_000223,IN(문맥추론-조부모결합),5,가공식품 > 즉석밥 > 누룽지
KW_0001214,즉석밥,STD_000223,AB(확대범주),6,가공식품 > 즉석밥 > 누룽지
KW_0001215,볶음밥,STD_000225,EX(완전일치),1,가공식품 > 즉석밥 > 볶음밥
KW_0001216,즉석밥 볶음밥,STD_000225,IN(문맥추론-부모결합),4,가공식품 > 즉석밥 > 볶음밥
KW_0001217,즉석밥볶음밥,STD_000225,IN(문맥추론-부모결합),4,가공식품 > 즉석밥 > 볶음밥
KW_0001218,가공식품 볶음밥,STD_000225,IN(문맥추론-조부모결합),5,가공식품 > 즉석밥 > 볶음밥
KW_0001219,즉석밥,STD_000225,AB(확대범주),6,가공식품 > 즉석밥 > 볶음밥
KW_0001220,전투식량,STD_000226,EX(완전일치),1,가공식품 > 즉석밥 > 전투식량
KW_0001221,즉석밥 전투식량,STD_000226,IN(문맥추론-부모결합),4,가공식품 > 즉석밥 > 전투식량
KW_0001222,즉석밥전투식량,STD_000226,IN(문맥추론-부모결합),4,가공식품 > 즉석밥 > 전투식량
KW_0001223,가공식품 전투식량,STD_000226,IN(문맥추론-조부모결합),5,가공식품 > 즉석밥 > 전투식량
KW_0001224,즉석밥,STD_000226,AB(확대범주),6,가공식품 > 즉석밥 > 전투식량
KW_0001225,죽스프,STD_000227,EX(완전일치),1,가공식품 > 즉석밥 > 죽/스프
KW_0001226,죽,STD_000227,SY(병렬속성분리),2,가공식품 > 즉석밥 > 죽/스프
KW_0001227,스프,STD_000227,SY(병렬속성분리),2,가공식품 > 즉석밥 > 죽/스프
KW_0001228,즉석밥 죽,STD_000227,IN(문맥추론-부모결합),4,가공식품 > 즉석밥 > 죽/스프
KW_0001229,즉석밥죽,STD_000227,IN(문맥추론-부모결합),4,가공식품 > 즉석밥 > 죽/스프
KW_0001230,가공식품 죽,STD_000227,IN(문맥추론-조부모결합),5,가공식품 > 즉석밥 > 죽/스프
KW_0001231,즉석밥,STD_000227,AB(확대범주),6,가공식품 > 즉석밥 > 죽/스프
KW_0001232,즉석밥,STD_000228,EX(완전일치),1,가공식품 > 즉석밥 > 즉석밥
KW_0001233,즉석밥 즉석밥,STD_000228,IN(문맥추론-부모결합),4,가공식품 > 즉석밥 > 즉석밥
KW_0001234,즉석밥즉석밥,STD_000228,IN(문맥추론-부모결합),4,가공식품 > 즉석밥 > 즉석밥
KW_0001235,가공식품 즉석밥,STD_000228,IN(문맥추론-조부모결합),5,가공식품 > 즉석밥 > 즉석밥
KW_0001236,컵밥덮밥,STD_000229,EX(완전일치),1,가공식품 > 즉석밥 > 컵밥/덮밥
KW_0001237,컵밥,STD_000229,SY(병렬속성분리),2,가공식품 > 즉석밥 > 컵밥/덮밥
KW_0001238,덮밥,STD_000229,SY(병렬속성분리),2,가공식품 > 즉석밥 > 컵밥/덮밥
KW_0001239,즉석밥 컵밥,STD_000229,IN(문맥추론-부모결합),4,가공식품 > 즉석밥 > 컵밥/덮밥
KW_0001240,즉석밥컵밥,STD_000229,IN(문맥추론-부모결합),4,가공식품 > 즉석밥 > 컵밥/덮밥
KW_0001241,가공식품 컵밥,STD_000229,IN(문맥추론-조부모결합),5,가공식품 > 즉석밥 > 컵밥/덮밥
KW_0001242,즉석밥,STD_000229,AB(확대범주),6,가공식품 > 즉석밥 > 컵밥/덮밥
KW_0001243,곱창막창,STD_000230,EX(완전일치),1,가공식품 > 축산가공식품 > 곱창/막창
KW_0001244,곱창,STD_000230,SY(병렬속성분리),2,가공식품 > 축산가공식품 > 곱창/막창
KW_0001245,막창,STD_000230,SY(병렬속성분리),2,가공식품 > 축산가공식품 > 곱창/막창
KW_0001246,축산가공식품 곱창,STD_000230,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 곱창/막창
KW_0001247,축산가공식품곱창,STD_000230,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 곱창/막창
KW_0001248,가공식품 곱창,STD_000230,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 곱창/막창
KW_0001249,축산가공식품,STD_000230,AB(확대범주),6,가공식품 > 축산가공식품 > 곱창/막창
KW_0001250,구운계란훈제란,STD_000232,EX(완전일치),1,가공식품 > 축산가공식품 > 구운계란/훈제란
KW_0001251,구운계란,STD_000232,SY(병렬속성분리),2,가공식품 > 축산가공식품 > 구운계란/훈제란
KW_0001252,훈제란,STD_000232,SY(병렬속성분리),2,가공식품 > 축산가공식품 > 구운계란/훈제란
KW_0001253,축산가공식품 구운계란,STD_000232,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 구운계란/훈제란
KW_0001254,축산가공식품구운계란,STD_000232,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 구운계란/훈제란
KW_0001255,가공식품 구운계란,STD_000232,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 구운계란/훈제란
KW_0001256,축산가공식품,STD_000232,AB(확대범주),6,가공식품 > 축산가공식품 > 구운계란/훈제란
KW_0001257,기타축산가공식품,STD_000233,EX(완전일치),1,가공식품 > 축산가공식품 > 기타축산가공식품
KW_0001258,축산가공식품 기타축산가공식품,STD_000233,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 기타축산가공식품
KW_0001259,축산가공식품기타축산가공식품,STD_000233,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 기타축산가공식품
KW_0001260,가공식품 기타축산가공식품,STD_000233,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 기타축산가공식품
KW_0001261,축산가공식품,STD_000233,AB(확대범주),6,가공식품 > 축산가공식품 > 기타축산가공식품
KW_0001262,꼬치류,STD_000234,EX(완전일치),1,가공식품 > 축산가공식품 > 꼬치류
KW_0001263,축산가공식품 꼬치류,STD_000234,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 꼬치류
KW_0001264,축산가공식품꼬치류,STD_000234,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 꼬치류
KW_0001265,가공식품 꼬치류,STD_000234,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 꼬치류
KW_0001266,축산가공식품,STD_000234,AB(확대범주),6,가공식품 > 축산가공식품 > 꼬치류
KW_0001267,너겟텐더,STD_000235,EX(완전일치),1,가공식품 > 축산가공식품 > 너겟/텐더
KW_0001268,너겟,STD_000235,SY(병렬속성분리),2,가공식품 > 축산가공식품 > 너겟/텐더
KW_0001269,텐더,STD_000235,SY(병렬속성분리),2,가공식품 > 축산가공식품 > 너겟/텐더
KW_0001270,축산가공식품 너겟,STD_000235,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 너겟/텐더
KW_0001271,축산가공식품너겟,STD_000235,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 너겟/텐더
KW_0001272,가공식품 너겟,STD_000235,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 너겟/텐더
KW_0001273,축산가공식품,STD_000235,AB(확대범주),6,가공식품 > 축산가공식품 > 너겟/텐더
KW_0001274,닭가공식품,STD_000236,EX(완전일치),1,가공식품 > 축산가공식품 > 닭가공식품
KW_0001275,축산가공식품 닭가공식품,STD_000236,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 닭가공식품
KW_0001276,축산가공식품닭가공식품,STD_000236,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 닭가공식품
KW_0001277,가공식품 닭가공식품,STD_000236,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 닭가공식품
KW_0001278,축산가공식품,STD_000236,AB(확대범주),6,가공식품 > 축산가공식품 > 닭가공식품
KW_0001279,닭고기양념육,STD_000237,EX(완전일치),1,가공식품 > 축산가공식품 > 닭고기양념육
KW_0001280,축산가공식품 닭고기양념육,STD_000237,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 닭고기양념육
KW_0001281,축산가공식품닭고기양념육,STD_000237,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 닭고기양념육
KW_0001282,가공식품 닭고기양념육,STD_000237,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 닭고기양념육
KW_0001283,축산가공식품,STD_000237,AB(확대범주),6,가공식품 > 축산가공식품 > 닭고기양념육
KW_0001284,돈까스탕수육,STD_000238,EX(완전일치),1,가공식품 > 축산가공식품 > 돈까스/탕수육
KW_0001285,돈까스,STD_000238,SY(병렬속성분리),2,가공식품 > 축산가공식품 > 돈까스/탕수육
KW_0001286,탕수육,STD_000238,SY(병렬속성분리),2,가공식품 > 축산가공식품 > 돈까스/탕수육
KW_0001287,축산가공식품 돈까스,STD_000238,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 돈까스/탕수육
KW_0001288,축산가공식품돈까스,STD_000238,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 돈까스/탕수육
KW_0001289,가공식품 돈까스,STD_000238,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 돈까스/탕수육
KW_0001290,축산가공식품,STD_000238,AB(확대범주),6,가공식품 > 축산가공식품 > 돈까스/탕수육
KW_0001291,돼지고기양념육,STD_000239,EX(완전일치),1,가공식품 > 축산가공식품 > 돼지고기양념육
KW_0001292,축산가공식품 돼지고기양념육,STD_000239,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 돼지고기양념육
KW_0001293,축산가공식품돼지고기양념육,STD_000239,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 돼지고기양념육
KW_0001294,가공식품 돼지고기양념육,STD_000239,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 돼지고기양념육
KW_0001295,축산가공식품,STD_000239,AB(확대범주),6,가공식품 > 축산가공식품 > 돼지고기양념육
KW_0001296,떡갈비,STD_000240,EX(완전일치),1,가공식품 > 축산가공식품 > 떡갈비
KW_0001297,축산가공식품 떡갈비,STD_000240,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 떡갈비
KW_0001298,축산가공식품떡갈비,STD_000240,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 떡갈비
KW_0001299,가공식품 떡갈비,STD_000240,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 떡갈비
KW_0001300,축산가공식품,STD_000240,AB(확대범주),6,가공식품 > 축산가공식품 > 떡갈비
KW_0001301,베이컨,STD_000241,EX(완전일치),1,가공식품 > 축산가공식품 > 베이컨
KW_0001302,축산가공식품 베이컨,STD_000241,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 베이컨
KW_0001303,축산가공식품베이컨,STD_000241,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 베이컨
KW_0001304,가공식품 베이컨,STD_000241,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 베이컨
KW_0001305,축산가공식품,STD_000241,AB(확대범주),6,가공식품 > 축산가공식품 > 베이컨
KW_0001306,삼계탕,STD_000242,EX(완전일치),1,가공식품 > 축산가공식품 > 삼계탕
KW_0001307,축산가공식품 삼계탕,STD_000242,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 삼계탕
KW_0001308,축산가공식품삼계탕,STD_000242,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 삼계탕
KW_0001309,가공식품 삼계탕,STD_000242,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 삼계탕
KW_0001310,축산가공식품,STD_000242,AB(확대범주),6,가공식품 > 축산가공식품 > 삼계탕
KW_0001311,소고기양념육,STD_000243,EX(완전일치),1,가공식품 > 축산가공식품 > 소고기양념육
KW_0001312,축산가공식품 소고기양념육,STD_000243,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 소고기양념육
KW_0001313,축산가공식품소고기양념육,STD_000243,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 소고기양념육
KW_0001314,가공식품 소고기양념육,STD_000243,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 소고기양념육
KW_0001315,축산가공식품,STD_000243,AB(확대범주),6,가공식품 > 축산가공식품 > 소고기양념육
KW_0001316,순대,STD_000244,EX(완전일치),1,가공식품 > 축산가공식품 > 순대
KW_0001317,축산가공식품 순대,STD_000244,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 순대
KW_0001318,축산가공식품순대,STD_000244,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 순대
KW_0001319,가공식품 순대,STD_000244,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 순대
KW_0001320,축산가공식품,STD_000244,AB(확대범주),6,가공식품 > 축산가공식품 > 순대
KW_0001321,오리고기양념육,STD_000245,EX(완전일치),1,가공식품 > 축산가공식품 > 오리고기양념육
KW_0001322,축산가공식품 오리고기양념육,STD_000245,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 오리고기양념육
KW_0001323,축산가공식품오리고기양념육,STD_000245,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 오리고기양념육
KW_0001324,가공식품 오리고기양념육,STD_000245,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 오리고기양념육
KW_0001325,축산가공식품,STD_000245,AB(확대범주),6,가공식품 > 축산가공식품 > 오리고기양념육
KW_0001326,오리훈제,STD_000246,EX(완전일치),1,가공식품 > 축산가공식품 > 오리훈제
KW_0001327,축산가공식품 오리훈제,STD_000246,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 오리훈제
KW_0001328,축산가공식품오리훈제,STD_000246,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 오리훈제
KW_0001329,가공식품 오리훈제,STD_000246,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 오리훈제
KW_0001330,축산가공식품,STD_000246,AB(확대범주),6,가공식품 > 축산가공식품 > 오리훈제
KW_0001331,육포,STD_000247,EX(완전일치),1,가공식품 > 축산가공식품 > 육포
KW_0001332,축산가공식품 육포,STD_000247,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 육포
KW_0001333,축산가공식품육포,STD_000247,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 육포
KW_0001334,가공식품 육포,STD_000247,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 육포
KW_0001335,축산가공식품,STD_000247,AB(확대범주),6,가공식품 > 축산가공식품 > 육포
KW_0001336,족발,STD_000248,EX(완전일치),1,가공식품 > 축산가공식품 > 족발
KW_0001337,축산가공식품 족발,STD_000248,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 족발
KW_0001338,축산가공식품족발,STD_000248,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 족발
KW_0001339,가공식품 족발,STD_000248,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 족발
KW_0001340,축산가공식품,STD_000248,AB(확대범주),6,가공식품 > 축산가공식품 > 족발
KW_0001341,폭립,STD_000249,EX(완전일치),1,가공식품 > 축산가공식품 > 폭립
KW_0001342,축산가공식품 폭립,STD_000249,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 폭립
KW_0001343,축산가공식품폭립,STD_000249,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 폭립
KW_0001344,가공식품 폭립,STD_000249,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 폭립
KW_0001345,축산가공식품,STD_000249,AB(확대범주),6,가공식품 > 축산가공식품 > 폭립
KW_0001346,햄소시지,STD_000250,EX(완전일치),1,가공식품 > 축산가공식품 > 햄/소시지
KW_0001347,햄,STD_000250,SY(병렬속성분리),2,가공식품 > 축산가공식품 > 햄/소시지
KW_0001348,소시지,STD_000250,SY(병렬속성분리),2,가공식품 > 축산가공식품 > 햄/소시지
KW_0001349,축산가공식품 햄,STD_000250,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 햄/소시지
KW_0001350,축산가공식품햄,STD_000250,IN(문맥추론-부모결합),4,가공식품 > 축산가공식품 > 햄/소시지
KW_0001351,가공식품 햄,STD_000250,IN(문맥추론-조부모결합),5,가공식품 > 축산가공식품 > 햄/소시지
KW_0001352,축산가공식품,STD_000250,AB(확대범주),6,가공식품 > 축산가공식품 > 햄/소시지
KW_0001353,버터마가린,STD_000251,EX(완전일치),1,가공식품 > 치즈/버터/크림 > 버터/마가린
KW_0001354,버터,STD_000251,SY(병렬속성분리),2,가공식품 > 치즈/버터/크림 > 버터/마가린
KW_0001355,마가린,STD_000251,SY(병렬속성분리),2,가공식품 > 치즈/버터/크림 > 버터/마가린
KW_0001356,치즈 버터,STD_000251,IN(문맥추론-부모결합),4,가공식품 > 치즈/버터/크림 > 버터/마가린
KW_0001357,치즈버터,STD_000251,IN(문맥추론-부모결합),4,가공식품 > 치즈/버터/크림 > 버터/마가린
KW_0001358,가공식품 버터,STD_000251,IN(문맥추론-조부모결합),5,가공식품 > 치즈/버터/크림 > 버터/마가린
KW_0001359,치즈,STD_000251,AB(확대범주),6,가공식품 > 치즈/버터/크림 > 버터/마가린
KW_0001360,크림,STD_000251,AB(확대범주),6,가공식품 > 치즈/버터/크림 > 버터/마가린
KW_0001361,생크림휘핑크림,STD_000253,EX(완전일치),1,가공식품 > 치즈/버터/크림 > 생크림/휘핑크림
KW_0001362,생크림,STD_000253,SY(병렬속성분리),2,가공식품 > 치즈/버터/크림 > 생크림/휘핑크림
KW_0001363,휘핑크림,STD_000253,SY(병렬속성분리),2,가공식품 > 치즈/버터/크림 > 생크림/휘핑크림
KW_0001364,치즈 생크림,STD_000253,IN(문맥추론-부모결합),4,가공식품 > 치즈/버터/크림 > 생크림/휘핑크림
KW_0001365,치즈생크림,STD_000253,IN(문맥추론-부모결합),4,가공식품 > 치즈/버터/크림 > 생크림/휘핑크림
KW_0001366,가공식품 생크림,STD_000253,IN(문맥추론-조부모결합),5,가공식품 > 치즈/버터/크림 > 생크림/휘핑크림
KW_0001367,치즈,STD_000253,AB(확대범주),6,가공식품 > 치즈/버터/크림 > 생크림/휘핑크림
KW_0001368,버터,STD_000253,AB(확대범주),6,가공식품 > 치즈/버터/크림 > 생크림/휘핑크림
KW_0001369,크림,STD_000253,AB(확대범주),6,가공식품 > 치즈/버터/크림 > 생크림/휘핑크림
